transaction_id,date,country,region,customer_name,customer_type,sales_rep,product_category,product,quantity,unit_price,unit_cost,revenue,cost,gross_profit,payment_status,sales_channel
TXN-004528,2024-11-24,Kenya,Kenya,Customer 049,Enterprise,Rep 08,Services,Network Support,3,1575.89,520.84,4727.67,1562.52,3165.15,Paid,Partner
TXN-004529,2024-06-06,Tanzania,Tanzania,Customer 020,Enterprise,Rep 10,Services,Network Support,9,1479.06,487.66,13311.54,4388.94,8922.6,Pending,Direct
TXN-004530,2025-09-07,Rwanda,Rwanda,Customer 046,Government,Rep 07,Fiber Equipment,Fiber OLT,9,3786.38,2877.32,34077.42,25895.88,8181.54,Paid,Direct
TXN-004531,2025-09-28,Rwanda,Rwanda,Customer 043,ISP,Rep 09,Switches,Core Switch,5,4102.04,2802.64,20510.2,14013.2,6497.0,Pending,Partner
TXN-004532,2025-06-11,Kenya,Kenya,Customer 024,ISP,Rep 03,Routers,Enterprise Router,2,1793.7,1112.01,3587.4,2224.02,1363.38,Paid,Direct
TXN-004533,2024-07-17,Kenya,Kenya,Customer 071,SME,Rep 04,Fiber Equipment,Optical Transceiver,3,180.2,124.52,540.6,373.56,167.04,Pending,Direct
TXN-004534,2024-08-12,Kenya,Kenya,Customer 001,SME,Rep 02,Services,Network Support,6,1536.48,511.82,9218.88,3070.92,6147.96,Paid,Direct
TXN-004535,2024-03-21,Kenya,Kenya,Customer 036,Enterprise,Rep 04,Routers,Enterprise Router,2,1658.31,1176.73,3316.62,2353.46,963.16,Paid,Direct
TXN-004536,2024-05-03,South Sudan,South Sudan,Customer 004,SME,Rep 01,Routers,Carrier Router,2,6330.64,4288.05,12661.28,8576.1,4085.18,Overdue,Partner
TXN-004537,2025-03-15,Kenya,Kenya,Customer 001,ISP,Rep 09,Routers,Enterprise Router,1,1729.92,1097.75,1729.92,1097.75,632.17,Paid,Online
TXN-004538,2025-10-28,Tanzania,Tanzania,Customer 038,Enterprise,Rep 01,Switches,Managed Switch,3,923.61,561.36,2770.83,1684.08,1086.75,Paid,Online
TXN-004539,2025-06-25,Tanzania,Tanzania,Customer 007,Government,Rep 09,Firewalls,Enterprise Firewall,1,5508.38,2914.71,5508.38,2914.71,2593.67,Paid,Online
TXN-004540,2025-05-24,Uganda,Uganda,Customer 070,Enterprise,Rep 01,Wireless,Wireless Access Point,3,451.68,258.01,1355.04,774.03,581.01,Paid,Direct
TXN-004541,2024-11-21,Uganda,Uganda,Customer 027,Enterprise,Rep 01,Firewalls,Enterprise Firewall,3,5326.1,3051.0,15978.3,9153.0,6825.3,Pending,Partner
TXN-004542,2024-08-01,Rwanda,Rwanda,Customer 075,Enterprise,Rep 06,Firewalls,Enterprise Firewall,5,5192.27,3131.57,25961.35,15657.85,10303.5,Paid,Direct
TXN-004543,2025-12-06,Tanzania,Tanzania,Customer 017,ISP,Rep 05,Services,Network Support,4,1581.04,501.75,6324.16,2007.0,4317.16,Paid,Online
TXN-004544,2025-10-27,Uganda,Uganda,Customer 051,ISP,Rep 04,Switches,Managed Switch,1,1029.93,555.13,1029.93,555.13,474.8,Paid,Partner
TXN-004545,2024-06-06,Tanzania,Tanzania,Customer 040,Government,Rep 01,Services,Network Support,4,1601.1,505.63,6404.4,2022.52,4381.88,Paid,Direct
TXN-004546,2024-06-12,Uganda,Uganda,Customer 021,ISP,Rep 06,Wireless,Wireless Access Point,3,402.35,238.48,1207.05,715.44,491.61,Paid,Partner
TXN-004547,2025-09-26,Tanzania,Tanzania,Customer 001,ISP,Rep 07,Switches,Core Switch,1,4560.43,2719.07,4560.43,2719.07,1841.36,Paid,Partner
TXN-004548,2025-12-19,Uganda,Uganda,Customer 001,ISP,Rep 04,Routers,Carrier Router,1,6858.98,4244.29,6858.98,4244.29,2614.69,Pending,Direct
TXN-004549,2025-05-14,Uganda,Uganda,Customer 012,Enterprise,Rep 06,Switches,Managed Switch,5,922.0,577.35,4610.0,2886.75,1723.25,Paid,Direct
TXN-004550,2024-09-01,Kenya,Kenya,Customer 052,ISP,Rep 02,Fiber Equipment,Fiber OLT,2,3955.16,2631.55,7910.32,5263.1,2647.22,Paid,Direct
TXN-004551,2025-01-15,Uganda,Uganda,Customer 019,ISP,Rep 10,Services,Network Support,2,1545.29,510.19,3090.58,1020.38,2070.2,Paid,Direct
TXN-004552,2025-07-03,Kenya,Kenya,Customer 024,Government,Rep 05,Routers,Carrier Router,3,6893.05,4093.85,20679.15,12281.55,8397.6,Paid,Partner
TXN-004553,2024-07-25,South Sudan,South Sudan,Customer 029,Enterprise,Rep 06,Fiber Equipment,Optical Transceiver,5,176.71,121.24,883.55,606.2,277.35,Paid,Direct
TXN-004554,2025-03-02,South Sudan,South Sudan,Customer 022,SME,Rep 03,Wireless,Wireless Access Point,6,460.38,253.46,2762.28,1520.76,1241.52,Paid,Partner
TXN-004555,2025-10-29,Uganda,Uganda,Customer 071,Enterprise,Rep 10,Switches,Managed Switch,4,982.23,576.14,3928.92,2304.56,1624.36,Paid,Partner
TXN-004556,2025-02-27,Rwanda,Rwanda,Customer 001,SME,Rep 08,Services,Network Support,6,1359.3,496.8,8155.8,2980.8,5175.0,Paid,Direct
TXN-004557,2024-02-29,South Sudan,South Sudan,Customer 046,ISP,Rep 10,Fiber Equipment,Optical Transceiver,6,171.3,120.22,1027.8,721.32,306.48,Paid,Direct
TXN-004558,2025-10-19,Uganda,Uganda,Customer 060,SME,Rep 05,Firewalls,Enterprise Firewall,5,5590.49,2917.46,27952.45,14587.3,13365.15,Paid,Online
TXN-004559,2025-05-18,Rwanda,Rwanda,Customer 063,SME,Rep 01,Wireless,Wireless Access Point,4,389.48,254.75,1557.92,1019.0,538.92,Paid,Direct
TXN-004560,2025-07-15,Kenya,Kenya,Customer 001,Enterprise,Rep 02,Fiber Equipment,Fiber OLT,6,4167.8,2799.65,25006.8,16797.9,8208.9,Paid,Online
TXN-004561,2024-01-24,Kenya,Kenya,Customer 079,SME,Rep 09,Routers,Carrier Router,2,6375.52,4195.96,12751.04,8391.92,4359.12,Paid,Partner
TXN-004562,2024-12-13,Kenya,Kenya,Customer 060,Enterprise,Rep 03,Fiber Equipment,Optical Transceiver,11,176.6,119.81,1942.6,1317.91,624.69,Pending,Partner
TXN-004563,2025-11-12,Uganda,Uganda,Customer 078,ISP,Rep 06,Switches,Managed Switch,3,953.52,577.6,2860.56,1732.8,1127.76,Overdue,Direct
TXN-004564,2025-10-09,Kenya,Kenya,Customer 036,Enterprise,Rep 07,Wireless,Wireless Access Point,2,385.63,239.12,771.26,478.24,293.02,Pending,Partner
TXN-004565,2025-01-11,Kenya,Kenya,Customer 049,ISP,Rep 09,Switches,Core Switch,4,3990.29,2714.55,15961.16,10858.2,5102.96,Paid,Direct
TXN-004566,2024-03-06,Kenya,Kenya,Customer 069,SME,Rep 08,Switches,Core Switch,6,4239.51,2816.02,25437.06,16896.12,8540.94,Pending,Partner
TXN-004567,2024-10-11,Uganda,Uganda,Customer 010,SME,Rep 05,Routers,Enterprise Router,1,1761.56,1103.08,1761.56,1103.08,658.48,Pending,Direct
TXN-004568,2025-10-13,Kenya,Kenya,Customer 001,SME,Rep 03,Fiber Equipment,Fiber OLT,2,3723.28,2902.52,7446.56,5805.04,1641.52,Pending,Direct
TXN-004569,2024-08-24,Rwanda,Rwanda,Customer 038,SME,Rep 06,Routers,Carrier Router,7,6930.02,4147.62,48510.14,29033.34,19476.8,Paid,Direct
TXN-004570,2025-03-17,Uganda,Uganda,Customer 001,Enterprise,Rep 03,Switches,Core Switch,3,4104.0,2663.63,12312.0,7990.89,4321.11,Paid,Direct
TXN-004571,2024-09-08,Tanzania,Tanzania,Customer 022,SME,Rep 04,Routers,Enterprise Router,5,1737.01,1152.92,8685.05,5764.6,2920.45,Paid,Online
TXN-004572,2024-10-04,Rwanda,Rwanda,Customer 001,Enterprise,Rep 08,Firewalls,Enterprise Firewall,4,5404.79,2928.98,21619.16,11715.92,9903.24,Paid,Direct
TXN-004573,2025-11-01,Tanzania,Tanzania,Customer 012,Enterprise,Rep 05,Routers,Carrier Router,4,6247.89,4133.06,24991.56,16532.24,8459.32,Paid,Online
TXN-004574,2025-03-05,South Sudan,South Sudan,Customer 017,Enterprise,Rep 05,Fiber Equipment,Fiber OLT,4,4077.6,2579.87,16310.4,10319.48,5990.92,Paid,Partner
TXN-004575,2025-12-26,Kenya,Kenya,Customer 050,Enterprise,Rep 09,Firewalls,Enterprise Firewall,7,4973.12,3057.88,34811.84,21405.16,13406.68,Paid,Direct
TXN-004576,2024-02-27,Tanzania,Tanzania,Customer 042,Enterprise,Rep 09,Switches,Core Switch,5,4491.65,2732.26,22458.25,13661.3,8796.95,Paid,Online
TXN-004577,2025-12-08,Tanzania,Tanzania,Customer 001,Government,Rep 08,Routers,Carrier Router,2,6583.5,4368.95,13167.0,8737.9,4429.1,Paid,Partner
TXN-004578,2024-09-24,Tanzania,Tanzania,Customer 001,ISP,Rep 04,Switches,Core Switch,4,4140.14,2816.38,16560.56,11265.52,5295.04,Paid,Online
TXN-004579,2025-02-20,Kenya,Kenya,Customer 013,Government,Rep 02,Switches,Core Switch,7,4108.64,2647.93,28760.48,18535.51,10224.97,Paid,Direct
TXN-004580,2024-06-01,Uganda,Uganda,Customer 001,Enterprise,Rep 01,Services,Network Support,8,1404.87,489.92,11238.96,3919.36,7319.6,Paid,Direct
TXN-004581,2025-05-14,Tanzania,Tanzania,Customer 036,Enterprise,Rep 04,Routers,Carrier Router,5,6843.67,4135.25,34218.35,20676.25,13542.1,Pending,Direct
TXN-004582,2025-06-26,Kenya,Kenya,Customer 048,SME,Rep 03,Fiber Equipment,Fiber OLT,3,3867.69,2725.84,11603.07,8177.52,3425.55,Overdue,Direct
TXN-004583,2024-07-28,Uganda,Uganda,Customer 001,Enterprise,Rep 06,Fiber Equipment,Optical Transceiver,1,187.29,122.14,187.29,122.14,65.15,Paid,Direct
TXN-004584,2025-03-03,Uganda,Uganda,Customer 001,Enterprise,Rep 07,Switches,Core Switch,5,4203.98,2758.87,21019.9,13794.35,7225.55,Overdue,Partner
TXN-004585,2025-07-16,Tanzania,Tanzania,Customer 027,Government,Rep 06,Fiber Equipment,Optical Transceiver,4,187.21,135.88,748.84,543.52,205.32,Paid,Direct
TXN-004586,2025-03-24,Tanzania,Tanzania,Customer 072,ISP,Rep 10,Routers,Carrier Router,2,6208.6,4132.62,12417.2,8265.24,4151.96,Paid,Direct
TXN-004587,2024-04-19,Uganda,Uganda,Customer 043,ISP,Rep 09,Services,Network Support,2,1577.85,505.07,3155.7,1010.14,2145.56,Paid,Direct
TXN-004588,2024-10-14,Kenya,Kenya,Customer 061,Government,Rep 05,Switches,Managed Switch,4,1002.46,591.08,4009.84,2364.32,1645.52,Paid,Partner
TXN-004589,2024-11-24,Kenya,Kenya,Customer 001,Enterprise,Rep 07,Wireless,Wireless Access Point,3,450.29,254.08,1350.87,762.24,588.63,Paid,Direct
TXN-004590,2024-10-09,Kenya,Kenya,Customer 055,SME,Rep 04,Switches,Managed Switch,7,939.26,555.11,6574.82,3885.77,2689.05,Paid,Direct
TXN-004591,2025-07-27,Uganda,Uganda,Customer 001,Enterprise,Rep 03,Fiber Equipment,Optical Transceiver,4,197.9,131.88,791.6,527.52,264.08,Paid,Direct
TXN-004592,2024-01-05,Kenya,Kenya,Customer 001,SME,Rep 04,Routers,Carrier Router,2,6897.73,4254.43,13795.46,8508.86,5286.6,Paid,Direct
TXN-004593,2024-09-15,Rwanda,Rwanda,Customer 072,Government,Rep 01,Services,Network Support,4,1497.21,518.02,5988.84,2072.08,3916.76,Overdue,Partner
TXN-004594,2025-07-30,Kenya,Kenya,Customer 001,ISP,Rep 04,Switches,Core Switch,3,4649.32,2772.78,13947.96,8318.34,5629.62,Paid,Partner
TXN-004595,2025-08-31,Tanzania,Tanzania,Customer 001,Enterprise,Rep 07,Services,Network Support,2,1375.65,487.33,2751.3,974.66,1776.64,Paid,Direct
TXN-004596,2024-08-18,Uganda,Uganda,Customer 010,SME,Rep 03,Routers,Carrier Router,3,5883.84,4081.44,17651.52,12244.32,5407.2,Paid,Direct
TXN-004597,2025-04-23,Kenya,Kenya,Customer 080,Government,Rep 10,Switches,Core Switch,5,4221.25,2725.84,21106.25,13629.2,7477.05,Paid,Direct
TXN-004598,2024-09-14,Rwanda,Rwanda,Customer 077,ISP,Rep 01,Fiber Equipment,Optical Transceiver,6,184.15,127.55,1104.9,765.3,339.6,Paid,Partner
TXN-004599,2025-07-30,Tanzania,Tanzania,Customer 065,SME,Rep 06,Switches,Managed Switch,5,895.7,571.33,4478.5,2856.65,1621.85,Paid,Partner
TXN-004600,2025-07-10,Rwanda,Rwanda,Customer 001,Government,Rep 09,Fiber Equipment,Fiber OLT,4,4181.27,2851.63,16725.08,11406.52,5318.56,Pending,Direct
TXN-004601,2025-01-26,Uganda,Uganda,Customer 001,ISP,Rep 07,Fiber Equipment,Fiber OLT,4,3429.01,2722.27,13716.04,10889.08,2826.96,Paid,Partner
TXN-004602,2025-08-29,Uganda,Uganda,Customer 001,ISP,Rep 08,Switches,Managed Switch,6,855.7,556.49,5134.2,3338.94,1795.26,Paid,Direct
TXN-004603,2024-03-03,Kenya,Kenya,Customer 046,SME,Rep 01,Services,Network Support,4,1646.54,475.72,6586.16,1902.88,4683.28,Paid,Direct
TXN-004604,2025-10-02,Tanzania,Tanzania,Customer 001,ISP,Rep 08,Fiber Equipment,Optical Transceiver,4,175.46,138.03,701.84,552.12,149.72,Paid,Partner
TXN-004605,2024-04-01,Uganda,Uganda,Customer 035,Enterprise,Rep 07,Routers,Enterprise Router,6,1850.16,1113.47,11100.96,6680.82,4420.14,Pending,Online
TXN-004606,2024-02-04,Tanzania,Tanzania,Customer 061,Enterprise,Rep 08,Routers,Carrier Router,4,5952.02,4133.24,23808.08,16532.96,7275.12,Paid,Partner
TXN-004607,2024-01-30,Tanzania,Tanzania,Customer 017,ISP,Rep 05,Wireless,Wireless Access Point,6,423.37,257.57,2540.22,1545.42,994.8,Paid,Online
TXN-004608,2024-11-19,Kenya,Kenya,Customer 001,SME,Rep 08,Services,Network Support,4,1574.93,495.79,6299.72,1983.16,4316.56,Paid,Partner
TXN-004609,2025-05-29,Uganda,Uganda,Customer 031,Government,Rep 05,Fiber Equipment,Fiber OLT,2,4190.06,2538.19,8380.12,5076.38,3303.74,Overdue,Direct
TXN-004610,2025-01-10,Kenya,Kenya,Customer 068,SME,Rep 03,Wireless,Wireless Access Point,7,399.56,253.53,2796.92,1774.71,1022.21,Pending,Partner
TXN-004611,2024-02-25,Uganda,Uganda,Customer 024,ISP,Rep 02,Routers,Carrier Router,7,6137.22,4275.91,42960.54,29931.37,13029.17,Paid,Partner
TXN-004612,2025-12-13,Kenya,Kenya,Customer 073,ISP,Rep 04,Fiber Equipment,Fiber OLT,3,3694.47,2680.42,11083.41,8041.26,3042.15,Overdue,Partner
TXN-004613,2024-01-24,Uganda,Uganda,Customer 068,Government,Rep 07,Routers,Carrier Router,3,6504.61,4007.33,19513.83,12021.99,7491.84,Pending,Online
TXN-004614,2025-03-01,Kenya,Kenya,Customer 054,ISP,Rep 07,Fiber Equipment,Optical Transceiver,6,169.81,119.65,1018.86,717.9,300.96,Paid,Partner
TXN-004615,2024-09-27,Kenya,Kenya,Customer 016,Government,Rep 04,Fiber Equipment,Optical Transceiver,5,187.66,123.2,938.3,616.0,322.3,Paid,Direct
TXN-004616,2024-11-15,Tanzania,Tanzania,Customer 038,Enterprise,Rep 04,Wireless,Wireless Access Point,2,420.03,261.91,840.06,523.82,316.24,Overdue,Online
TXN-004617,2025-04-03,Tanzania,Tanzania,Customer 001,SME,Rep 01,Switches,Core Switch,5,4069.1,2714.37,20345.5,13571.85,6773.65,Overdue,Partner
TXN-004618,2024-06-09,Uganda,Uganda,Customer 064,ISP,Rep 08,Routers,Carrier Router,4,7095.86,4088.2,28383.44,16352.8,12030.64,Pending,Partner
TXN-004619,2024-08-17,Uganda,Uganda,Customer 066,Enterprise,Rep 10,Wireless,Wireless Access Point,3,405.13,249.34,1215.39,748.02,467.37,Paid,Direct
TXN-004620,2025-09-06,Rwanda,Rwanda,Customer 046,SME,Rep 08,Firewalls,Enterprise Firewall,6,4694.78,2888.0,28168.68,17328.0,10840.68,Overdue,Direct
TXN-004621,2025-12-05,Kenya,Kenya,Customer 045,SME,Rep 01,Fiber Equipment,Optical Transceiver,2,189.42,140.8,378.84,281.6,97.24,Paid,Direct
TXN-004622,2025-07-24,Rwanda,Rwanda,Customer 037,Enterprise,Rep 08,Services,Network Support,5,1468.11,494.71,7340.55,2473.55,4867.0,Paid,Direct
TXN-004623,2024-06-19,Kenya,Kenya,Customer 052,Government,Rep 02,Fiber Equipment,Optical Transceiver,5,189.1,122.77,945.5,613.85,331.65,Paid,Direct
TXN-004624,2024-04-05,Kenya,Kenya,Customer 001,SME,Rep 07,Services,Network Support,7,1387.98,513.67,9715.86,3595.69,6120.17,Paid,Partner
TXN-004625,2024-01-19,Kenya,Kenya,Customer 055,ISP,Rep 02,Routers,Carrier Router,3,5963.88,4357.99,17891.64,13073.97,4817.67,Paid,Partner
TXN-004626,2025-09-03,Kenya,Kenya,Customer 079,SME,Rep 05,Routers,Enterprise Router,4,1758.84,1143.23,7035.36,4572.92,2462.44,Paid,Online
TXN-004627,2024-05-21,Rwanda,Rwanda,Customer 034,Enterprise,Rep 08,Fiber Equipment,Optical Transceiver,5,197.61,127.25,988.05,636.25,351.8,Paid,Online
TXN-004628,2025-10-08,Rwanda,Rwanda,Customer 079,Government,Rep 05,Fiber Equipment,Optical Transceiver,12,163.52,136.17,1962.24,1634.04,328.2,Paid,Direct
TXN-004629,2025-04-19,Rwanda,Rwanda,Customer 074,Enterprise,Rep 06,Wireless,Wireless Access Point,11,450.5,260.65,4955.5,2867.15,2088.35,Paid,Partner
TXN-004630,2025-07-13,Kenya,Kenya,Customer 055,ISP,Rep 09,Firewalls,Enterprise Firewall,1,5202.88,3096.84,5202.88,3096.84,2106.04,Paid,Direct
TXN-004631,2025-04-08,Kenya,Kenya,Customer 054,Enterprise,Rep 04,Routers,Carrier Router,2,6155.88,4067.44,12311.76,8134.88,4176.88,Pending,Direct
TXN-004632,2025-09-30,Tanzania,Tanzania,Customer 044,Enterprise,Rep 06,Wireless,Wireless Access Point,3,424.44,239.95,1273.32,719.85,553.47,Paid,Direct
TXN-004633,2025-11-30,Uganda,Uganda,Customer 055,Enterprise,Rep 05,Routers,Carrier Router,3,6522.52,4387.95,19567.56,13163.85,6403.71,Overdue,Partner
TXN-004634,2024-11-01,Kenya,Kenya,Customer 076,Government,Rep 02,Firewalls,Enterprise Firewall,3,5141.46,3027.68,15424.38,9083.04,6341.34,Pending,Direct
TXN-004635,2024-08-16,Kenya,Kenya,Customer 051,Enterprise,Rep 01,Switches,Core Switch,5,3818.82,2586.82,19094.1,12934.1,6160.0,Overdue,Direct
TXN-004636,2024-12-18,Rwanda,Rwanda,Customer 001,SME,Rep 10,Switches,Managed Switch,3,1047.4,569.57,3142.2,1708.71,1433.49,Pending,Partner
TXN-004637,2025-07-02,Uganda,Uganda,Customer 047,SME,Rep 10,Switches,Core Switch,3,4586.06,2623.48,13758.18,7870.44,5887.74,Paid,Partner
TXN-004638,2025-07-24,Kenya,Kenya,Customer 001,Enterprise,Rep 08,Routers,Enterprise Router,3,1638.3,1118.11,4914.9,3354.33,1560.57,Paid,Direct
TXN-004639,2025-06-12,Tanzania,Tanzania,Customer 005,SME,Rep 04,Fiber Equipment,Optical Transceiver,5,200.56,120.81,1002.8,604.05,398.75,Overdue,Direct
TXN-004640,2024-10-17,Kenya,Kenya,Customer 067,Enterprise,Rep 06,Fiber Equipment,Optical Transceiver,5,186.39,125.45,931.95,627.25,304.7,Pending,Direct
TXN-004641,2025-07-06,Kenya,Kenya,Customer 060,SME,Rep 03,Wireless,Wireless Access Point,3,428.49,239.83,1285.47,719.49,565.98,Paid,Partner
TXN-004642,2025-12-04,Tanzania,Tanzania,Customer 003,ISP,Rep 04,Routers,Carrier Router,4,6011.67,4018.38,24046.68,16073.52,7973.16,Pending,Direct
TXN-004643,2025-08-22,Uganda,Uganda,Customer 064,Enterprise,Rep 02,Switches,Managed Switch,3,1032.92,581.18,3098.76,1743.54,1355.22,Paid,Direct
TXN-004644,2024-02-08,Kenya,Kenya,Customer 058,SME,Rep 06,Routers,Enterprise Router,2,1764.58,1133.67,3529.16,2267.34,1261.82,Paid,Direct
TXN-004645,2024-04-12,Kenya,Kenya,Customer 058,Government,Rep 07,Fiber Equipment,Fiber OLT,1,3546.88,2611.78,3546.88,2611.78,935.1,Pending,Partner
TXN-004646,2024-12-04,Uganda,Uganda,Customer 029,SME,Rep 07,Switches,Core Switch,3,3929.27,2669.74,11787.81,8009.22,3778.59,Paid,Online
TXN-004647,2025-05-05,Uganda,Uganda,Customer 001,Enterprise,Rep 04,Fiber Equipment,Fiber OLT,5,4150.55,2714.2,20752.75,13571.0,7181.75,Overdue,Partner
TXN-004648,2025-11-28,Tanzania,Tanzania,Customer 019,Government,Rep 09,Switches,Managed Switch,5,945.91,595.15,4729.55,2975.75,1753.8,Overdue,Direct
TXN-004649,2025-03-24,Kenya,Kenya,Customer 003,Enterprise,Rep 07,Fiber Equipment,Fiber OLT,12,3901.04,2500.47,46812.48,30005.64,16806.84,Paid,Direct
TXN-004650,2024-01-22,South Sudan,South Sudan,Customer 021,SME,Rep 04,Switches,Managed Switch,4,915.35,568.0,3661.4,2272.0,1389.4,Paid,Direct
TXN-004651,2024-09-20,Kenya,Kenya,Customer 001,Government,Rep 02,Services,Network Support,1,1679.28,518.45,1679.28,518.45,1160.83,Paid,Partner
TXN-004652,2025-09-14,Rwanda,Rwanda,Customer 003,Enterprise,Rep 06,Services,Network Support,3,1424.85,494.44,4274.55,1483.32,2791.23,Paid,Direct
TXN-004653,2024-10-18,Tanzania,Tanzania,Customer 042,Enterprise,Rep 09,Fiber Equipment,Optical Transceiver,6,171.71,128.61,1030.26,771.66,258.6,Paid,Online
TXN-004654,2024-07-22,Uganda,Uganda,Customer 078,ISP,Rep 10,Routers,Enterprise Router,3,1811.66,1187.65,5434.98,3562.95,1872.03,Paid,Partner
TXN-004655,2024-06-24,South Sudan,South Sudan,Customer 017,Enterprise,Rep 07,Switches,Core Switch,7,3833.26,2775.09,26832.82,19425.63,7407.19,Pending,Direct
TXN-004656,2025-08-19,Kenya,Kenya,Customer 061,SME,Rep 05,Firewalls,Enterprise Firewall,5,5328.89,3051.73,26644.45,15258.65,11385.8,Pending,Direct
TXN-004657,2024-06-23,Kenya,Kenya,Customer 033,ISP,Rep 06,Routers,Enterprise Router,3,1814.23,1121.78,5442.69,3365.34,2077.35,Pending,Partner
TXN-004658,2024-01-01,South Sudan,South Sudan,Customer 040,Enterprise,Rep 08,Switches,Managed Switch,2,993.8,580.54,1987.6,1161.08,826.52,Pending,Online
TXN-004659,2025-03-09,Kenya,Kenya,Customer 040,Government,Rep 02,Fiber Equipment,Optical Transceiver,4,173.79,120.31,695.16,481.24,213.92,Pending,Partner
TXN-004660,2025-11-26,Uganda,Uganda,Customer 001,ISP,Rep 10,Firewalls,Enterprise Firewall,4,5483.19,3073.53,21932.76,12294.12,9638.64,Paid,Online
TXN-004661,2024-07-03,Tanzania,Tanzania,Customer 024,Enterprise,Rep 07,Fiber Equipment,Optical Transceiver,4,196.36,129.61,785.44,518.44,267.0,Paid,Direct
TXN-004662,2025-07-01,South Sudan,South Sudan,Customer 001,Enterprise,Rep 03,Firewalls,Enterprise Firewall,7,4716.93,3067.56,33018.51,21472.92,11545.59,Paid,Online
TXN-004663,2025-07-22,Uganda,Uganda,Customer 056,SME,Rep 05,Switches,Core Switch,1,4374.37,2650.82,4374.37,2650.82,1723.55,Paid,Partner
TXN-004664,2024-10-01,Tanzania,Tanzania,Customer 013,ISP,Rep 05,Services,Network Support,4,1372.93,514.41,5491.72,2057.64,3434.08,Paid,Partner
TXN-004665,2025-06-21,Kenya,Kenya,Customer 065,ISP,Rep 09,Firewalls,Enterprise Firewall,5,5553.16,3063.39,27765.8,15316.95,12448.85,Paid,Partner
TXN-004666,2024-08-28,Uganda,Uganda,Customer 008,Enterprise,Rep 01,Fiber Equipment,Fiber OLT,6,3622.75,2615.25,21736.5,15691.5,6045.0,Paid,Partner
TXN-004667,2024-10-07,Kenya,Kenya,Customer 074,ISP,Rep 05,Switches,Managed Switch,5,947.78,568.79,4738.9,2843.95,1894.95,Paid,Direct
TXN-004668,2024-04-29,Kenya,Kenya,Customer 055,SME,Rep 10,Fiber Equipment,Fiber OLT,3,3929.01,2568.99,11787.03,7706.97,4080.06,Paid,Direct
TXN-004669,2025-01-21,Kenya,Kenya,Customer 071,ISP,Rep 09,Wireless,Wireless Access Point,3,406.45,261.4,1219.35,784.2,435.15,Paid,Direct
TXN-004670,2024-05-13,Kenya,Kenya,Customer 008,ISP,Rep 07,Routers,Enterprise Router,5,1913.0,1196.38,9565.0,5981.9,3583.1,Paid,Direct
TXN-004671,2025-02-13,Kenya,Kenya,Customer 054,ISP,Rep 06,Services,Network Support,3,1633.02,487.51,4899.06,1462.53,3436.53,Overdue,Online
TXN-004672,2025-02-01,Kenya,Kenya,Customer 025,SME,Rep 01,Switches,Managed Switch,1,1022.93,577.45,1022.93,577.45,445.48,Paid,Direct
TXN-004673,2025-12-21,Uganda,Uganda,Customer 002,SME,Rep 10,Wireless,Wireless Access Point,2,378.78,245.1,757.56,490.2,267.36,Paid,Direct
TXN-004674,2025-04-17,Uganda,Uganda,Customer 067,SME,Rep 05,Services,Network Support,6,1484.34,521.13,8906.04,3126.78,5779.26,Paid,Partner
TXN-004675,2025-10-10,South Sudan,South Sudan,Customer 001,Enterprise,Rep 10,Switches,Managed Switch,3,1007.71,565.46,3023.13,1696.38,1326.75,Paid,Direct
TXN-004676,2025-10-04,Kenya,Kenya,Customer 024,Enterprise,Rep 05,Routers,Enterprise Router,1,1972.06,1206.33,1972.06,1206.33,765.73,Overdue,Direct
TXN-004677,2024-12-09,Tanzania,Tanzania,Customer 008,Enterprise,Rep 03,Fiber Equipment,Fiber OLT,4,4016.76,2562.91,16067.04,10251.64,5815.4,Overdue,Direct
TXN-004678,2025-06-03,Kenya,Kenya,Customer 051,Enterprise,Rep 04,Switches,Managed Switch,7,1060.84,572.21,7425.88,4005.47,3420.41,Paid,Online
TXN-004679,2025-10-07,Kenya,Kenya,Customer 021,ISP,Rep 05,Fiber Equipment,Fiber OLT,6,3656.34,2754.87,21938.04,16529.22,5408.82,Paid,Direct
TXN-004680,2025-05-12,Kenya,Kenya,Customer 003,SME,Rep 06,Wireless,Wireless Access Point,2,413.27,241.21,826.54,482.42,344.12,Paid,Online
TXN-004681,2025-08-21,Rwanda,Rwanda,Customer 001,Enterprise,Rep 09,Routers,Enterprise Router,1,1854.45,1123.55,1854.45,1123.55,730.9,Paid,Direct
TXN-004682,2024-12-08,Kenya,Kenya,Customer 017,SME,Rep 02,Fiber Equipment,Optical Transceiver,5,189.98,129.56,949.9,647.8,302.1,Paid,Online
TXN-004683,2025-04-19,Kenya,Kenya,Customer 054,Enterprise,Rep 02,Firewalls,Enterprise Firewall,6,5790.0,3148.3,34740.0,18889.8,15850.2,Paid,Direct
TXN-004684,2025-05-04,Kenya,Kenya,Customer 025,ISP,Rep 10,Switches,Core Switch,8,4290.67,2729.44,34325.36,21835.52,12489.84,Paid,Direct
TXN-004685,2024-07-14,Rwanda,Rwanda,Customer 054,Government,Rep 06,Fiber Equipment,Optical Transceiver,4,190.59,131.0,762.36,524.0,238.36,Pending,Direct
TXN-004686,2024-12-20,Tanzania,Tanzania,Customer 037,Enterprise,Rep 06,Fiber Equipment,Fiber OLT,3,3719.73,2482.95,11159.19,7448.85,3710.34,Pending,Direct
